"Name","Ticker","Morningstar Category","US Category Group","Firm Name","Inception 
Date","Manager Name","Clean Share - Service Fee Arrangement","Annual Report 
Net Expense 
Ratio 
Year2017","Annual Report 
Net Expense 
Ratio 
Year2018","Annual Report 
Net Expense 
Ratio 
Year2019","Annual Report 
Net Expense 
Ratio","Net Assets 
Date","Net Assets 
- Share Class 
USD","Fund Size 
Date","Fund Size 
USD","Oldest 
Share Class","Management 
Fee","Prospectus 
Net Expense 
Ratio","Share Class Type","Index 
Fund","Alpha 
1 Yr (Mo-End) 
USD","Alpha 
3 Yr (Mo-End) 
USD","Alpha 
5 Yr (Mo-End) 
USD","Est Share Class 
Net Flow 
1 Yr (Mo-End) 
USD","Est Share Class 
Net Flow 
3 Yr (Mo-End) 
USD","Est Share Class 
Net Flow 
5 Yr (Mo-End) 
USD","Est Fund-Level 
Net Flow 
1 Yr (Mo-End) 
USD","Est Fund-Level 
Net Flow 
3 Yr (Mo-End) 
USD","Est Fund-Level 
Net Flow 
5 Yr (Mo-End) 
USD","Socially 
Conscious","Annual Report 
Expense Waiver 
Year2017","Annual Report 
Expense Waiver 
Year2018","Annual Report 
Expense Waiver 
Year2019","Annual Report 
Expense Waiver","Annual Report Expense Waiver Amount 
Year2017 
USD","Annual Report Expense Waiver Amount 
Year2018 
USD","Annual Report Expense Waiver Amount 
Year2019 
USD","Annual Report Expense Waiver Amount 
USD","Prospectus Expense Waiver","Prospectus Expense Waiver 
Expiration Date","Prospectus Expense Waiver Type","Management Fee 
1st Breakpoint","Management Fee 
2nd Breakpoint","Management Fee 
3rd Breakpoint","Management Fee 
4th Breakpoint","Management Fee 
5th Breakpoint","Management Fee 
6th Breakpoint","Management Fee 
7th Breakpoint","Management Fee 
8th Breakpoint","Management Fee 
9th Breakpoint","Management Fee 
Breakpoint Unit","Net Assets - share class (Monthly) 
2017-01 
USD","Net Assets - share class (Monthly) 
2017-02 
USD","Net Assets - share class (Monthly) 
2017-03 
USD","Net Assets - share class (Monthly) 
2017-04 
USD","Net Assets - share class (Monthly) 
2017-05 
USD","Net Assets - share class (Monthly) 
2017-06 
USD","Net Assets - share class (Monthly) 
2017-07 
USD","Net Assets - share class (Monthly) 
2017-08 
USD","Net Assets - share class (Monthly) 
2017-09 
USD","Net Assets - share class (Monthly) 
2017-10 
USD","Net Assets - share class (Monthly) 
2017-11 
USD","Net Assets - share class (Monthly) 
2017-12 
USD","Net Assets - share class (Monthly) 
2018-01 
USD","Net Assets - share class (Monthly) 
2018-02 
USD","Net Assets - share class (Monthly) 
2018-03 
USD","Net Assets - share class (Monthly) 
2018-04 
USD","Net Assets - share class (Monthly) 
2018-05 
USD","Net Assets - share class (Monthly) 
2018-06 
USD","Net Assets - share class (Monthly) 
2018-07 
USD","Net Assets - share class (Monthly) 
2018-08 
USD","Net Assets - share class (Monthly) 
2018-09 
USD","Net Assets - share class (Monthly) 
2018-10 
USD","Net Assets - share class (Monthly) 
2018-11 
USD","Net Assets - share class (Monthly) 
2018-12 
USD","Net Assets - share class (Monthly) 
2019-01 
USD","Net Assets - share class (Monthly) 
2019-02 
USD","Net Assets - share class (Monthly) 
2019-03 
USD","Net Assets - share class (Monthly) 
2019-04 
USD","Net Assets - share class (Monthly) 
2019-05 
USD","Net Assets - share class (Monthly) 
2019-06 
USD","Net Assets - share class (Monthly) 
2019-07 
USD","Net Assets - share class (Monthly) 
2019-08 
USD","Net Assets - share class (Monthly) 
2019-09 
USD","Net Assets - share class (Monthly) 
2019-10 
USD","Net Assets - share class (Monthly) 
2019-11 
USD","Net Assets - share class (Monthly) 
2019-12 
USD"
"Wilshire 5000 Index Instl","WINDX","US Fund Large Blend","U.S. Equity","Wilshire Mutual Funds","1999-02-01","Thomas D. Stevens;Hal W. Reynolds;Daniel E. Allen;","Semi-bundled","0.33","0.33","0.33","0.33","2020-06-11","36,478,896.00","2020-06-11","179,735,375.00","Yes","0.10","0.34","Inst","Yes","-1.43","-0.97","-0.86","-2,480,351.64","-5,431,428.53","-48,470,376.13","-16,333,710.22","-38,080,517.28","-125,985,051.04","No","","","","","","","","","","","","1,000,000,000.00","","","","","","","","","Monetary/Dollars","41,027,244.00","42,349,978.00","42,207,074.00","40,310,350.00","33,024,811.00","33,411,911.00","33,332,623.00","33,363,083.00","34,066,958.00","34,749,392.00","35,697,222.00","35,119,772.00","37,014,234.00","35,603,739.00","34,829,124.00","34,860,823.00","35,731,548.00","35,999,171.00","36,996,539.00","38,291,080.00","38,115,991.00","35,148,501.00","35,862,475.00","32,110,443.00","34,613,491.00","35,630,606.00","36,232,713.00","37,666,549.00","35,384,217.00","37,736,399.00","38,108,694.00","37,342,458.00","38,032,424.00","38,907,562.00","39,987,047.00","40,265,352.00"
"Wilshire 5000 Index Invmt","WFIVX","US Fund Large Blend","U.S. Equity","Wilshire Mutual Funds","1999-02-01","Thomas D. Stevens;Hal W. Reynolds;Daniel E. Allen;","Bundled","0.62","0.60","0.62","0.62","2020-06-11","143,256,479.00","2020-06-11","179,735,375.00","No","0.10","0.63","Inv","Yes","-1.72","-1.25","-1.15","-13,853,358.59","-32,649,088.75","-75,675,663.96","-16,333,710.22","-38,080,517.28","-125,985,051.04","No","","","","","","","","","","","","1,000,000,000.00","","","","","","","","","Monetary/Dollars","136,244,897.00","141,852,291.00","143,208,803.00","144,448,577.00","141,041,269.00","141,201,046.00","142,112,362.00","141,568,098.00","144,671,920.00","147,177,841.00","150,758,084.00","150,441,571.00","157,364,099.00","150,665,533.00","146,385,335.00","147,451,211.00","151,142,114.00","151,423,458.00","154,610,140.00","159,862,805.00","159,027,596.00","146,282,024.00","148,367,861.00","134,196,621.00","145,190,854.00","149,399,188.00","150,342,633.00","154,681,939.00","144,324,520.00","154,121,054.00","154,664,147.00","150,491,893.00","152,413,108.00","153,870,771.00","158,910,308.00","162,165,476.00"
"Wilshire Income Opportunities Instl","WIOPX","US Fund Multisector Bond","Taxable Bond","Wilshire Mutual Funds","2016-03-30","Thomas C. Goggins;Jeffrey E. Gundlach;Daniel S. Janis;Matthew Toms;Jeffrey J. Sherman;Kisoo Park;Brian Timberlake;Sean Banai;Christopher M. Chapman;","Semi-bundled","0.92","0.90","0.92","0.92","2020-06-11","290,375,018.00","2020-06-11","292,279,651.00","Yes","0.60","0.92","Inst","No","-10.96","-1.33","","-33,320,296.19","-115,643,648.66","","-33,150,219.23","-119,854,726.51","","No","0.00","0.00","0.00","0.00","2,983","924","1,334","1,334","","","","","","","","","","","","","Monetary/Dollars","396,852,953.00","395,568,410.00","390,132,912.00","384,354,715.00","380,463,294.00","378,922,352.00","315,106,833.00","316,440,756.00","313,878,521.00","312,344,302.00","314,064,832.00","309,995,131.00","312,312,434.00","317,281,961.00","315,570,949.00","309,566,676.00","307,856,883.00","333,084,476.00","332,600,707.00","336,804,981.00","336,788,945.00","327,659,999.00","315,317,690.00","312,167,206.00","309,918,428.00","307,290,579.00","307,015,031.00","305,531,109.00","315,743,876.00","314,419,203.00","310,436,761.00","307,169,583.00","298,546,724.00","298,103,892.00","295,386,659.00","295,070,441.00"
"Wilshire Income Opportunities Invest","WIORX","US Fund Multisector Bond","Taxable Bond","Wilshire Mutual Funds","2016-03-30","Thomas C. Goggins;Jeffrey E. Gundlach;Daniel S. Janis;Matthew Toms;Jeffrey J. Sherman;Kisoo Park;Brian Timberlake;Sean Banai;Christopher M. Chapman;","Bundled","1.17","1.16","1.18","1.18","2020-06-11","1,904,633.00","2020-06-11","292,279,651.00","No","0.60","1.18","Inv","No","-11.14","-1.61","","170,076.96","-4,211,077.85","","-33,150,219.23","-119,854,726.51","","No","0.00","0.00","0.00","0.00","38","8","8","8","","2021-04-30","Contractual","","","","","","","","","","Monetary/Dollars","1,247,184.00","1,315,809.00","2,698,383.00","3,020,856.00","5,989,295.00","6,081,741.00","5,659,020.00","5,821,254.00","5,989,348.00","6,253,929.00","6,459,310.00","6,331,464.00","5,715,652.00","5,464,453.00","3,013,416.00","2,089,283.00","2,016,846.00","1,571,432.00","1,590,876.00","1,680,334.00","1,823,814.00","1,855,469.00","1,885,384.00","1,863,469.00","1,752,464.00","1,814,581.00","1,909,299.00","1,859,566.00","1,729,390.00","1,720,997.00","1,756,375.00","1,807,153.00","1,821,343.00","1,854,798.00","1,891,445.00","1,906,422.00"
"Wilshire International Equity Instl","WLTTX","US Fund Foreign Large Growth","International Equity","Wilshire Mutual Funds","2007-11-16","Thomas D. Stevens;John Paul Goetz;Craig Scholl;Susanne Willumsen;Hal W. Reynolds;Paul Moghtader;Paul Russell Black;Alex Lai;Allison Fisch;Peter Kashanek;Taras Ivanenko;Caroline Cai;Ciprian Marin;Jason Williams;Kurt R. Winrich;Peter J. Hunkel;Michael B. Trigg;Daniel E. Allen;","Semi-bundled","1.26","1.27","1.25","1.25","2020-06-11","264,051,928.00","2020-06-11","266,107,711.00","Yes","1.00","1.25","Inst","No","6.18","2.24","1.62","-98,272,182.21","-48,352,482.11","20,675,971.55","-99,187,490.81","-53,487,993.20","18,606,807.26","No","0.00","0.00","0.04","0.04","2,133","2,995","135,769","135,769","","2021-04-30","Contractual","1,000,000,000.00","","","","","","","","","Monetary/Dollars","270,605,004.00","270,363,692.00","275,745,596.00","293,162,788.00","301,727,849.00","302,041,364.00","334,924,558.00","333,940,648.00","335,778,252.00","340,714,687.00","339,581,414.00","350,985,653.00","370,344,329.00","350,478,505.00","437,153,315.00","411,852,184.00","405,651,167.00","427,890,645.00","438,686,206.00","445,084,557.00","448,779,704.00","405,371,023.00","400,766,080.00","383,680,581.00","404,010,149.00","362,251,117.00","360,851,787.00","368,087,373.00","357,464,009.00","380,075,782.00","370,805,016.00","360,634,570.00","365,002,326.00","373,238,981.00","376,329,227.00","387,708,928.00"
"Wilshire International Equity Invmt","WLCTX","US Fund Foreign Large Growth","International Equity","Wilshire Mutual Funds","2007-11-16","Thomas D. Stevens;John Paul Goetz;Craig Scholl;Susanne Willumsen;Hal W. Reynolds;Paul Moghtader;Paul Russell Black;Alex Lai;Allison Fisch;Peter Kashanek;Taras Ivanenko;Caroline Cai;Ciprian Marin;Jason Williams;Kurt R. Winrich;Peter J. Hunkel;Michael B. Trigg;Daniel E. Allen;","Bundled","1.51","1.51","1.50","1.50","2020-06-11","2,055,783.00","2020-06-11","266,107,711.00","No","1.00","1.50","Inv","No","5.96","2.02","1.39","-915,308.60","-5,135,511.08","-2,069,164.29","-99,187,490.81","-53,487,993.20","18,606,807.26","No","0.00","0.00","0.04","0.04","44","24","1,056","1,056","","2021-04-30","Contractual","1,000,000,000.00","","","","","","","","","Monetary/Dollars","10,696,101.00","9,483,439.00","8,866,233.00","8,150,246.00","6,794,235.00","4,137,031.00","4,459,306.00","4,356,673.00","4,131,096.00","4,119,896.00","4,032,817.00","4,173,185.00","4,133,294.00","3,856,564.00","3,664,324.00","3,316,887.00","3,325,780.00","2,951,684.00","3,079,172.00","3,073,153.00","3,241,610.00","2,975,436.00","2,980,611.00","2,789,361.00","2,918,289.00","3,031,293.00","3,116,940.00","3,085,226.00","2,789,858.00","2,961,970.00","2,917,996.00","2,943,686.00","3,055,738.00","2,439,929.00","2,492,307.00","2,607,178.00"
"Wilshire Large Company Growth Instl","WLCGX","US Fund Large Growth","U.S. Equity","Wilshire Mutual Funds","1996-07-15","Thomas D. Stevens;Hal W. Reynolds;Patrick Kelly;Aziz V. Hamzaogullari;Ankur Crawford;Daniel E. Allen;","Semi-bundled","0.98","0.98","1.00","1.00","2020-06-11","166,877,820.00","2020-06-11","229,661,676.00","No","0.75","1.00","Inst","No","9.65","4.48","2.83","1,553,792.92","-52,913,303.41","-36,771,595.42","-5,990,563.42","-70,818,670.02","-108,324,429.14","No","0.00","0.00","0.01","0.01","2,167","930","10,615","10,615","","","","1,000,000,000.00","","","","","","","","","Monetary/Dollars","162,899,388.00","165,361,550.00","165,720,111.00","177,091,694.00","172,110,172.00","171,607,832.00","168,800,359.00","169,916,737.00","169,806,937.00","174,226,567.00","172,315,886.00","170,556,776.00","181,857,599.00","146,419,871.00","162,202,121.00","181,865,905.00","188,596,322.00","200,049,719.00","203,360,438.00","198,672,257.00","198,823,625.00","177,751,217.00","178,423,356.00","148,029,737.00","158,819,034.00","151,073,615.00","152,679,906.00","158,153,410.00","142,105,461.00","149,130,615.00","148,079,991.00","144,259,932.00","141,853,022.00","142,892,742.00","148,252,538.00","146,290,625.00"
"Wilshire Large Company Growth Invmt","DTLGX","US Fund Large Growth","U.S. Equity","Wilshire Mutual Funds","1992-09-30","Thomas D. Stevens;Hal W. Reynolds;Patrick Kelly;Aziz V. Hamzaogullari;Ankur Crawford;Daniel E. Allen;","Bundled","1.30","1.31","1.30","1.30","2020-06-11","62,783,856.00","2020-06-11","229,661,676.00","Yes","0.75","1.30","Inv","No","9.36","4.16","2.52","-7,544,356.34","-17,905,366.61","-71,552,833.72","-5,990,563.42","-70,818,670.02","-108,324,429.14","No","0.00","0.00","0.01","0.01","809","340","4,494","4,494","0.02","2021-04-30","Contractual","1,000,000,000.00","","","","","","","","","Monetary/Dollars","63,138,933.00","64,207,456.00","62,668,274.00","62,929,848.00","63,448,830.00","61,422,776.00","62,724,517.00","62,628,637.00","61,944,553.00","63,739,840.00","65,046,115.00","64,153,405.00","68,426,360.00","65,715,943.00","63,439,033.00","63,113,716.00","65,600,270.00","66,366,992.00","67,083,742.00","70,148,794.00","70,169,091.00","62,889,039.00","63,750,488.00","56,670,015.00","61,807,743.00","63,185,560.00","64,236,352.00","66,336,198.00","61,008,115.00","64,344,579.00","64,181,887.00","62,104,049.00","60,960,423.00","61,520,114.00","63,902,012.00","64,486,055.00"
"Wilshire Large Company Value Instl","WLCVX","US Fund Large Value","U.S. Equity","Wilshire Mutual Funds","1996-07-15","Thomas D. Stevens;Richard S. Pzena;Hal W. Reynolds;Brad Kinkelaar;Benjamin S. Silver;Daniel E. Allen;R. Lewis Ropp;Brian F. Quinn;John J. Flynn;","Semi-bundled","0.98","0.97","0.98","0.98","2020-06-11","158,455,089.00","2020-06-11","163,031,167.00","No","0.75","0.98","Inst","No","-20.97","-11.14","-8.36","-1,349,825.53","16,402,825.10","76,691,968.22","-1,639,143.00","13,355,000.44","20,855,101.25","No","0.00","0.00","0.00","0.00","3,379","8,562","4,888","4,888","","","","1,000,000,000.00","","","","","","","","","Monetary/Dollars","175,779,609.00","178,418,408.00","174,805,815.00","168,758,048.00","150,350,556.00","151,816,921.00","149,997,628.00","147,310,890.00","151,314,420.00","152,337,542.00","152,272,405.00","151,808,489.00","159,003,097.00","184,687,745.00","216,309,708.00","231,783,023.00","230,185,235.00","245,933,215.00","253,876,989.00","234,555,299.00","233,012,112.00","215,105,457.00","215,393,827.00","182,552,895.00","195,274,832.00","185,718,790.00","183,179,404.00","189,337,794.00","173,200,595.00","185,112,072.00","184,772,410.00","177,628,886.00","182,839,661.00","182,571,543.00","187,010,373.00","185,889,937.00"
"Wilshire Large Company Value Invmt","DTLVX","US Fund Large Value","U.S. Equity","Wilshire Mutual Funds","1992-09-30","Thomas D. Stevens;Richard S. Pzena;Hal W. Reynolds;Brad Kinkelaar;Benjamin S. Silver;Daniel E. Allen;R. Lewis Ropp;Brian F. Quinn;John J. Flynn;","Bundled","1.26","1.24","1.26","1.26","2020-06-11","4,576,078.00","2020-06-11","163,031,167.00","Yes","0.75","1.26","Inv","No","-21.27","-11.42","-8.59","-289,317.46","-3,047,824.66","-55,836,866.97","-1,639,143.00","13,355,000.44","20,855,101.25","No","0.00","0.00","0.00","0.00","161","240","149","149","","","","1,000,000,000.00","","","","","","","","","Monetary/Dollars","9,779,825.00","9,885,741.00","9,310,826.00","8,788,915.00","7,733,228.00","6,367,396.00","6,318,988.00","6,067,236.00","6,242,639.00","6,267,066.00","6,452,466.00","6,546,788.00","6,669,497.00","6,372,328.00","6,082,542.00","6,036,621.00","5,951,658.00","5,775,638.00","5,971,095.00","6,043,482.00","6,105,956.00","5,755,852.00","5,801,821.00","5,136,865.00","5,514,801.00","5,655,718.00","5,637,089.00","5,736,831.00","5,295,981.00","5,673,784.00","5,637,659.00","5,447,203.00","5,672,843.00","5,724,602.00","5,930,773.00","6,067,032.00"
"Wilshire Small Company Growth Instl","WSMGX","US Fund Small Growth","U.S. Equity","Wilshire Mutual Funds","1996-07-15","Thomas D. Stevens;Hal W. Reynolds;W. Conrad Doenges;Daniel E. Allen;Joseph T. LaBate;Andrew F. Hill;","Semi-bundled","1.23","1.10","1.10","1.10","2020-06-11","29,481,018.00","2020-06-11","37,621,164.00","No","0.85","1.10","Inst","No","-6.20","-3.78","-2.30","-20,285,921.69","2,001,955.49","4,416,277.03","-21,547,038.12","-6,880,164.99","-5,161,147.34","No","0.13","0.18","0.19","0.19","36,707","85,748","96,744","96,744","","2021-04-30","Contractual","1,000,000,000.00","","","","","","","","","Monetary/Dollars","27,146,391.00","27,124,992.00","27,929,878.00","27,876,465.00","24,712,091.00","25,352,811.00","25,137,645.00","27,162,450.00","28,409,924.00","28,694,800.00","37,377,005.00","36,579,443.00","37,776,527.00","33,620,019.00","41,879,635.00","41,415,488.00","43,602,806.00","48,039,058.00","48,551,807.00","60,554,721.00","59,059,119.00","51,573,903.00","52,741,590.00","44,602,969.00","49,253,573.00","52,796,224.00","51,411,658.00","53,532,152.00","49,385,465.00","52,946,247.00","53,970,695.00","51,657,798.00","50,742,400.00","51,242,052.00","52,965,221.00","53,293,816.00"
"Wilshire Small Company Growth Invmt","DTSGX","US Fund Small Growth","U.S. Equity","Wilshire Mutual Funds","1992-10-01","Thomas D. Stevens;Hal W. Reynolds;W. Conrad Doenges;Daniel E. Allen;Joseph T. LaBate;Andrew F. Hill;","Bundled","1.48","1.35","1.35","1.35","2020-06-11","8,140,146.00","2020-06-11","37,621,164.00","Yes","0.85","1.35","Inv","No","-6.44","-4.04","-2.57","-1,261,116.43","-8,882,120.47","-9,577,424.38","-21,547,038.12","-6,880,164.99","-5,161,147.34","No","0.13","0.18","0.19","0.19","16,854","19,042","18,061","18,061","","2021-04-30","Contractual","1,000,000,000.00","","","","","","","","","Monetary/Dollars","9,285,813.00","10,124,594.00","12,584,796.00","14,322,930.00","15,277,452.00","15,766,181.00","20,691,151.00","16,590,594.00","11,329,870.00","11,100,948.00","11,362,243.00","11,375,814.00","11,065,292.00","9,918,803.00","9,938,778.00","9,865,751.00","10,337,007.00","10,657,276.00","11,019,867.00","11,463,712.00","11,168,632.00","9,525,412.00","9,687,190.00","8,161,948.00","9,755,164.00","10,216,371.00","9,699,213.00","9,889,441.00","9,241,857.00","9,907,370.00","9,865,999.00","9,545,996.00","9,431,137.00","9,496,227.00","9,846,404.00","9,838,183.00"
"Wilshire Small Company Value Instl","WSMVX","US Fund Small Blend","U.S. Equity","Wilshire Mutual Funds","1996-07-15","Thomas D. Stevens;Christopher Welch;Hal W. Reynolds;Judd Peters;Daniel E. Allen;Aaron Monroe;Ryan Thomes;","Semi-bundled","1.19","1.10","1.10","1.10","2020-06-11","27,056,491.00","2020-06-11","30,810,241.00","No","0.85","1.10","Inst","No","-33.25","-16.96","-11.29","-14,136,086.32","17,298,555.57","19,602,414.17","-14,358,170.74","13,984,473.14","5,424,383.58","No","0.18","0.19","0.20","0.20","48,926","91,285","107,364","107,364","","2021-04-30","Contractual","1,000,000,000.00","","","","","","","","","Monetary/Dollars","31,196,120.00","30,793,616.00","30,184,450.00","28,500,545.00","23,329,098.00","23,522,757.00","23,723,824.00","23,195,640.00","24,711,934.00","25,220,107.00","35,932,284.00","33,922,203.00","34,495,711.00","35,774,859.00","44,886,443.00","44,764,734.00","46,960,210.00","51,387,851.00","51,722,152.00","63,077,761.00","61,118,130.00","54,531,017.00","55,869,278.00","46,947,724.00","51,137,372.00","55,112,460.00","53,246,474.00","55,345,916.00","50,546,822.00","53,653,640.00","53,536,398.00","50,802,466.00","52,343,627.00","53,082,830.00","53,766,574.00","54,983,780.00"
"Wilshire Small Company Value Invmt","DTSVX","US Fund Small Blend","U.S. Equity","Wilshire Mutual Funds","1992-09-30","Thomas D. Stevens;Christopher Welch;Hal W. Reynolds;Judd Peters;Daniel E. Allen;Aaron Monroe;Ryan Thomes;","Bundled","1.45","1.35","1.35","1.35","2020-06-11","3,753,750.00","2020-06-11","30,810,241.00","Yes","0.85","1.35","Inv","No","-33.50","-17.20","-11.54","-222,084.42","-3,314,082.43","-14,178,030.59","-14,358,170.74","13,984,473.14","5,424,383.58","No","0.18","0.19","0.20","0.20","13,477","11,296","10,353","10,353","","2021-04-30","Contractual","1,000,000,000.00","","","","","","","","","Monetary/Dollars","8,958,128.00","9,102,246.00","8,816,622.00","8,706,865.00","7,831,775.00","7,387,602.00","7,416,394.00","6,214,096.00","6,652,881.00","6,415,375.00","6,619,454.00","6,302,183.00","6,306,060.00","6,058,505.00","6,030,672.00","6,035,702.00","6,280,147.00","6,270,120.00","6,353,380.00","6,514,709.00","6,253,699.00","5,511,454.00","5,561,781.00","4,792,402.00","5,218,930.00","5,283,103.00","5,075,648.00","5,320,919.00","4,882,963.00","5,044,373.00","5,062,526.00","4,857,442.00","5,055,320.00","5,119,418.00","5,233,628.00","5,343,100.00"
"Wireless","WIREX","US Fund Technology","Sector Equity","Wireless","2000-04-03","Paul G. Meeks;Jeffrey R. Provence;","Semi-bundled","1.95","1.95","1.95","1.95","2020-06-11","6,158,522.00","2020-06-11","6,158,522.00","Yes","1.95","1.96","No Load","No","18.97","9.62","7.56","-146,964.73","278,724.62","-333,371.61","-146,964.73","278,724.62","-333,371.61","No","","","","","","","","","","","","","","","","","","","","","Monetary/Dollars","3,573,475.00","3,706,524.00","3,785,602.00","3,853,569.00","3,994,923.00","3,850,973.00","4,038,389.00","4,100,551.00","4,015,316.00","4,140,529.00","4,201,194.00","4,206,121.00","4,342,428.00","4,198,217.00","4,028,093.00","4,029,729.00","4,180,488.00","4,136,387.00","4,197,006.00","4,436,335.00","4,465,369.00","4,116,473.00","4,044,340.00","3,763,293.00","4,049,269.00","4,235,321.00","4,811,639.00","5,614,033.00","5,117,925.00","5,485,442.00","5,514,541.00","5,336,376.00","5,181,355.00","5,403,697.00","5,809,350.00","6,049,168.00"
"WOA All Asset I Class I","WOAIX","US Fund Tactical Allocation","Allocation","WOA","2012-03-01","Stephen A. Curley;Scott J. Macaione;Jeffrey L. Scanga;Jeff Lin;Casey Johnson;","Bundled","1.25","1.21","1.20","1.20","2020-06-11","246,204,888.00","2020-06-11","246,204,888.00","Yes","1.00","1.38","Inst","No","-10.83","-3.57","-2.96","11,583,697.52","73,539,717.12","109,874,700.57","11,583,697.52","73,539,717.12","109,874,700.57","No","","","","","","","","","","","","","","","","","","","","","Monetary/Dollars","144,664,482.00","149,686,543.00","153,652,752.00","157,033,579.00","169,407,293.00","174,130,083.00","198,961,440.00","212,281,641.00","215,706,061.00","218,798,278.00","222,533,574.00","222,669,142.00","234,556,427.00","232,055,449.00","236,065,190.00","245,304,317.00","249,011,802.00","249,830,225.00","258,466,512.00","258,869,611.00","257,006,815.00","246,888,515.00","248,409,783.00","241,196,709.00","244,998,531.00","236,690,519.00","239,156,748.00","249,168,359.00","249,273,983.00","262,032,349.00","263,818,139.00","270,602,939.00","272,976,465.00","265,771,657.00","266,129,946.00","201,687,343.00"
"WP Income Plus Institutional","WPINX","US Fund High Yield Bond","Taxable Bond","WP Trust","2015-12-31","Charles Stoll;John Brandt;Robert Gearing;","Bundled","2.87","2.97","3.01","3.01","2020-06-11","4,958,812.00","2020-06-11","4,958,812.00","Yes","1.35","3.54","Inst","No","-67.32","-17.41","","-2,653,964.23","186,710.50","","-2,653,964.23","186,710.50","","No","","","","","","","","","","","","","","","","","","","","","Monetary/Dollars","10,414,813.00","11,457,556.00","11,981,158.00","11,969,808.00","12,228,227.00","12,539,773.00","13,736,147.00","14,209,013.00","14,339,632.00","14,784,741.00","14,487,096.00","14,630,712.00","14,071,631.00","14,553,969.00","14,545,096.00","15,086,528.00","15,190,482.00","15,355,337.00","15,896,153.00","16,207,517.00","16,656,145.00","15,677,249.00","15,431,090.00","12,937,873.00","14,775,730.00","15,022,799.00","15,164,554.00","15,280,775.00","14,767,821.00","15,535,846.00","15,345,465.00","15,089,686.00","15,289,582.00","15,355,918.00","15,370,166.00","15,760,722.00"
"WP International Companies Inc Pls Instl","WPITX","US Fund Foreign Large Blend","International Equity","WP Trust","2015-12-31","Charles Stoll;John Brandt;Robert Gearing;","Bundled","3.03","3.15","3.34","3.34","2020-06-11","4,492,788.00","2020-06-11","4,492,788.00","Yes","1.35","3.73","Inst","No","-42.66","-15.64","","-456,759.58","1,707,287.61","","-456,759.58","1,707,287.61","","No","0.15","0.29","0.01","0.01","10,825","27,465","1,223","1,223","","","","","","","","","","","","","Monetary/Dollars","5,044,769.00","5,423,098.00","7,203,506.00","7,271,735.00","7,833,929.00","8,061,503.00","8,528,687.00","8,592,990.00","8,817,332.00","9,040,631.00","8,969,356.00","9,123,853.00","9,470,152.00","9,392,438.00","9,167,046.00","9,328,833.00","9,257,816.00","9,134,853.00","9,751,609.00","9,774,941.00","10,158,269.00","9,004,210.00","8,987,489.00","7,733,255.00","9,028,850.00","9,370,734.00","9,510,636.00","9,996,650.00","9,589,962.00","10,153,352.00","9,745,078.00","9,290,944.00","9,655,911.00","10,226,993.00","10,478,159.00","10,974,371.00"
